"Topt","sim","site"
22.17,577,"MI"
34.89,576,"TX"
34.89,576,"MO"
24.87,576,"MI"
23.79,575,"TX"
26.42,575,"MO"
34.89,575,"MI"
24.44,574,"TX"
28.49,574,"MO"
31.71,574,"MI"
34.89,573,"TX"
28.08,573,"MO"
34.89,573,"MI"
22.8,572,"TX"
29.07,572,"MO"
25.93,572,"MI"
30.13,571,"TX"
25.55,571,"MO"
21.55,571,"MI"
34.89,570,"TX"
29.67,570,"MO"
24.48,570,"MI"
28.33,569,"TX"
27.35,569,"MO"
33.37,569,"MI"
24.96,568,"TX"
34.89,568,"MO"
27.95,568,"MI"
23.45,567,"TX"
29.13,567,"MO"
24.27,567,"MI"
23.31,566,"TX"
29.67,566,"MO"
24.76,566,"MI"
34.89,565,"TX"
34.89,565,"MO"
23.74,565,"MI"
34.89,564,"TX"
34.89,564,"MO"
23.41,564,"MI"
34.89,563,"TX"
27.89,563,"MO"
21.87,563,"MI"
34.89,562,"TX"
28.78,562,"MO"
32.83,562,"MI"
34.89,561,"TX"
32.93,561,"MO"
25.51,561,"MI"
24.11,560,"TX"
29.51,560,"MO"
23.02,560,"MI"
23.01,559,"TX"
25.28,559,"MO"
25.11,559,"MI"
34.89,558,"TX"
27.66,558,"MO"
29.39,558,"MI"
34.89,557,"TX"
28.97,557,"MO"
23.26,557,"MI"
32.45,556,"TX"
27.07,556,"MO"
23.72,556,"MI"
34.89,555,"TX"
34.89,555,"MO"
34.89,555,"MI"
20.17,554,"TX"
29.42,554,"MO"
24.63,554,"MI"
26.02,553,"TX"
29.44,553,"MO"
21.57,553,"MI"
34.89,552,"TX"
30.36,552,"MO"
24.19,552,"MI"
34.89,551,"TX"
34.09,551,"MO"
22.44,551,"MI"
34.89,550,"TX"
27.56,550,"MO"
23.34,550,"MI"
23.8,549,"TX"
27.57,549,"MO"
27.69,549,"MI"
30.33,548,"TX"
32.67,548,"MO"
20.57,548,"MI"
34.89,547,"TX"
25.79,547,"MO"
22.77,547,"MI"
34.89,546,"TX"
27.45,546,"MO"
22.69,546,"MI"
34.89,545,"TX"
34.89,545,"MO"
24.96,545,"MI"
25.12,544,"TX"
25.76,544,"MO"
21.12,544,"MI"
27.44,543,"TX"
34.89,543,"MO"
26.22,543,"MI"
34.89,542,"TX"
28.62,542,"MO"
24.31,542,"MI"
34.89,541,"TX"
34.89,541,"MO"
25.46,541,"MI"
34.89,540,"TX"
28.4,540,"MO"
23.27,540,"MI"
34.89,539,"TX"
34.89,539,"MO"
22.96,539,"MI"
24.03,538,"TX"
31.05,538,"MO"
29.45,538,"MI"
34.89,537,"TX"
30.23,537,"MO"
25.02,537,"MI"
34.89,536,"TX"
32.54,536,"MO"
24.63,536,"MI"
34.89,535,"TX"
29.81,535,"MO"
23.65,535,"MI"
34.89,534,"TX"
29.42,534,"MO"
23.44,534,"MI"
34.89,533,"TX"
28.92,533,"MO"
30.87,533,"MI"
34.89,532,"TX"
27.66,532,"MO"
22.65,532,"MI"
22.16,531,"TX"
30.76,531,"MO"
26.22,531,"MI"
27.82,530,"TX"
28.59,530,"MO"
23.74,530,"MI"
25.87,529,"TX"
34.89,529,"MO"
26.7,529,"MI"
34.89,528,"TX"
27.77,528,"MO"
26.06,528,"MI"
34.89,527,"TX"
28.85,527,"MO"
34.89,527,"MI"
34.89,526,"TX"
27.1,526,"MO"
25.25,526,"MI"
34.89,525,"TX"
34.89,525,"MO"
24.04,525,"MI"
34.89,524,"TX"
29.72,524,"MO"
34.89,524,"MI"
22.28,523,"TX"
27.57,523,"MO"
24.05,523,"MI"
24.97,522,"TX"
34.89,522,"MO"
26.94,522,"MI"
34.89,521,"TX"
26.84,521,"MO"
24.56,521,"MI"
32.3,520,"TX"
29.96,520,"MO"
22.48,520,"MI"
28.3,519,"TX"
27.22,519,"MO"
26.12,519,"MI"
34.89,518,"TX"
29.61,518,"MO"
21.57,518,"MI"
31.73,517,"TX"
27.6,517,"MO"
25.52,517,"MI"
34.89,516,"TX"
24.13,516,"MO"
23.07,516,"MI"
7.61,515,"TX"
34.89,515,"MO"
23.02,515,"MI"
23.86,514,"TX"
30.23,514,"MO"
25.31,514,"MI"
34.89,513,"TX"
29.9,513,"MO"
25.13,513,"MI"
34.89,512,"TX"
28.31,512,"MO"
26.43,512,"MI"
34.89,511,"TX"
26.56,511,"MO"
21.33,511,"MI"
22.01,510,"TX"
33.91,510,"MO"
21.93,510,"MI"
21.92,509,"TX"
34.89,509,"MO"
23.19,509,"MI"
34.89,508,"TX"
26.87,508,"MO"
25.65,508,"MI"
26.32,507,"TX"
27.89,507,"MO"
34.89,507,"MI"
34.89,506,"TX"
28.74,506,"MO"
34.89,506,"MI"
34.89,505,"TX"
29.8,505,"MO"
24.05,505,"MI"
28.59,504,"TX"
34.89,504,"MO"
22.19,504,"MI"
25.13,503,"TX"
30.38,503,"MO"
24.68,503,"MI"
27.04,502,"TX"
29.15,502,"MO"
22.28,502,"MI"
29.62,501,"TX"
34.89,501,"MO"
29.19,501,"MI"
34.89,500,"TX"
32.29,500,"MO"
34.29,500,"MI"
25.45,499,"TX"
30.39,499,"MO"
24,499,"MI"
34.89,498,"TX"
26.47,498,"MO"
22.05,498,"MI"
34.89,497,"TX"
29.08,497,"MO"
29.32,497,"MI"
32.36,496,"TX"
34.89,496,"MO"
20.86,496,"MI"
21.2,495,"TX"
29.46,495,"MO"
31.02,495,"MI"
34.89,494,"TX"
26.72,494,"MO"
21.9,494,"MI"
33.05,493,"TX"
28.53,493,"MO"
21.92,493,"MI"
28.62,492,"TX"
27.79,492,"MO"
22.76,492,"MI"
23.46,491,"TX"
34.89,491,"MO"
25.53,491,"MI"
26.27,490,"TX"
29.48,490,"MO"
23.23,490,"MI"
29.27,489,"TX"
25.65,489,"MO"
22.93,489,"MI"
23.38,488,"TX"
26.96,488,"MO"
25.5,488,"MI"
34.89,487,"TX"
27.78,487,"MO"
28.36,487,"MI"
29.29,486,"TX"
28.02,486,"MO"
23.4,486,"MI"
34.89,485,"TX"
30.91,485,"MO"
23.46,485,"MI"
34.89,484,"TX"
30.62,484,"MO"
22.8,484,"MI"
34.89,483,"TX"
25.6,483,"MO"
22.61,483,"MI"
25.85,482,"TX"
29.26,482,"MO"
23.32,482,"MI"
34.89,481,"TX"
29.53,481,"MO"
26.51,481,"MI"
29.29,480,"TX"
34.04,480,"MO"
21.7,480,"MI"
34.89,479,"TX"
28.64,479,"MO"
25,479,"MI"
25.8,478,"TX"
26.04,478,"MO"
23.1,478,"MI"
33.99,477,"TX"
28.82,477,"MO"
34.89,477,"MI"
23.82,476,"TX"
26.19,476,"MO"
22.89,476,"MI"
34.89,475,"TX"
30.92,475,"MO"
21.5,475,"MI"
30.33,474,"TX"
34.89,474,"MO"
26.44,474,"MI"
34.89,473,"TX"
29.77,473,"MO"
34.89,473,"MI"
34.89,472,"TX"
27.82,472,"MO"
20.3,472,"MI"
25.33,471,"TX"
31.23,471,"MO"
21.39,471,"MI"
24.71,470,"TX"
34.89,470,"MO"
21.61,470,"MI"
25.9,469,"TX"
29.89,469,"MO"
30.03,469,"MI"
34.89,468,"TX"
27.52,468,"MO"
21.26,468,"MI"
30.71,467,"TX"
27.21,467,"MO"
26,467,"MI"
34.89,466,"TX"
27.39,466,"MO"
32.49,466,"MI"
26.78,465,"TX"
27.55,465,"MO"
23.16,465,"MI"
7.61,464,"TX"
27.84,464,"MO"
22.47,464,"MI"
34.89,463,"TX"
29.29,463,"MO"
27.11,463,"MI"
34.89,462,"TX"
29.26,462,"MO"
27.59,462,"MI"
22.17,461,"TX"
30.88,461,"MO"
21.79,461,"MI"
21.89,460,"TX"
26.11,460,"MO"
24.1,460,"MI"
34.89,459,"TX"
28.76,459,"MO"
25.19,459,"MI"
34.89,458,"TX"
32.87,458,"MO"
24.71,458,"MI"
20.9,457,"TX"
34.89,457,"MO"
23.45,457,"MI"
34.89,456,"TX"
34.89,456,"MO"
26.77,456,"MI"
27.42,455,"TX"
31.01,455,"MO"
22.97,455,"MI"
34.89,454,"TX"
26.53,454,"MO"
25.22,454,"MI"
34.89,453,"TX"
30.37,453,"MO"
28.4,453,"MI"
24.87,452,"TX"
34.89,452,"MO"
22.96,452,"MI"
34.89,451,"TX"
28.35,451,"MO"
22.52,451,"MI"
23.86,450,"TX"
25.92,450,"MO"
27.33,450,"MI"
28.39,449,"TX"
33.81,449,"MO"
33.18,449,"MI"
25.42,448,"TX"
31.94,448,"MO"
34.17,448,"MI"
32.91,447,"TX"
28.59,447,"MO"
22.27,447,"MI"
34.89,446,"TX"
30.84,446,"MO"
29.37,446,"MI"
34.89,445,"TX"
25.6,445,"MO"
25.31,445,"MI"
7.61,444,"TX"
34.89,444,"MO"
21.88,444,"MI"
34.89,443,"TX"
32.24,443,"MO"
25.02,443,"MI"
32.05,442,"TX"
32.07,442,"MO"
23.56,442,"MI"
7.61,441,"TX"
33.04,441,"MO"
28.33,441,"MI"
24.52,440,"TX"
29.8,440,"MO"
20.87,440,"MI"
34.89,439,"TX"
26.78,439,"MO"
23.93,439,"MI"
25.59,438,"TX"
33.66,438,"MO"
23.6,438,"MI"
34.89,437,"TX"
33.51,437,"MO"
20.79,437,"MI"
25.88,436,"TX"
26.87,436,"MO"
21.72,436,"MI"
23.69,435,"TX"
29.08,435,"MO"
21.55,435,"MI"
34.89,434,"TX"
26.32,434,"MO"
22.41,434,"MI"
34.89,433,"TX"
34.89,433,"MO"
34.12,433,"MI"
34.89,432,"TX"
31.15,432,"MO"
22.43,432,"MI"
34.89,431,"TX"
27.42,431,"MO"
26.65,431,"MI"
23.57,430,"TX"
26.32,430,"MO"
23.36,430,"MI"
32.19,429,"TX"
29.97,429,"MO"
21.02,429,"MI"
34.89,428,"TX"
27.85,428,"MO"
23.09,428,"MI"
34.89,427,"TX"
26.55,427,"MO"
23.02,427,"MI"
34.89,426,"TX"
29.01,426,"MO"
26.25,426,"MI"
34.89,425,"TX"
34.89,425,"MO"
20.93,425,"MI"
30.99,424,"TX"
33.46,424,"MO"
30.69,424,"MI"
30.98,423,"TX"
27.02,423,"MO"
34.04,423,"MI"
34.89,422,"TX"
34.27,422,"MO"
26.85,422,"MI"
26.86,421,"TX"
34.89,421,"MO"
24.15,421,"MI"
30.89,420,"TX"
28.89,420,"MO"
25.61,420,"MI"
34.89,419,"TX"
29,419,"MO"
25.97,419,"MI"
23.18,418,"TX"
28.61,418,"MO"
24.69,418,"MI"
34.89,417,"TX"
29.5,417,"MO"
24.1,417,"MI"
34.89,416,"TX"
27.92,416,"MO"
34.89,416,"MI"
34.89,415,"TX"
34.89,415,"MO"
23.38,415,"MI"
25.57,414,"TX"
29,414,"MO"
25.85,414,"MI"
34.89,413,"TX"
27.44,413,"MO"
34.36,413,"MI"
34.89,412,"TX"
34.89,412,"MO"
23.29,412,"MI"
34.89,411,"TX"
30,411,"MO"
21.43,411,"MI"
34.89,410,"TX"
30.29,410,"MO"
34.89,410,"MI"
32.07,409,"TX"
25.36,409,"MO"
22.89,409,"MI"
34.89,408,"TX"
29.64,408,"MO"
22.55,408,"MI"
27.82,407,"TX"
30.6,407,"MO"
34.89,407,"MI"
34.89,406,"TX"
29.21,406,"MO"
21.4,406,"MI"
27.6,405,"TX"
29.38,405,"MO"
24.61,405,"MI"
7.61,404,"TX"
28.28,404,"MO"
24.18,404,"MI"
30.04,403,"TX"
28.54,403,"MO"
34.89,403,"MI"
24.78,402,"TX"
28.36,402,"MO"
23.65,402,"MI"
7.61,401,"TX"
31.02,401,"MO"
23.57,401,"MI"
34.89,400,"TX"
34.89,400,"MO"
28.69,400,"MI"
31.59,399,"TX"
29.5,399,"MO"
24.97,399,"MI"
34.89,398,"TX"
31.95,398,"MO"
21.13,398,"MI"
34.89,397,"TX"
34.89,397,"MO"
24.56,397,"MI"
34.89,396,"TX"
32.37,396,"MO"
34.89,396,"MI"
34.89,395,"TX"
27.71,395,"MO"
21.91,395,"MI"
34.89,394,"TX"
29.82,394,"MO"
21.77,394,"MI"
25.31,393,"TX"
32.49,393,"MO"
23.41,393,"MI"
24.06,392,"TX"
33.92,392,"MO"
30.63,392,"MI"
24.88,391,"TX"
33.31,391,"MO"
24.33,391,"MI"
28.24,390,"TX"
32.32,390,"MO"
26.18,390,"MI"
34.89,389,"TX"
30.49,389,"MO"
23.66,389,"MI"
22.88,388,"TX"
34.89,388,"MO"
30.33,388,"MI"
34.89,387,"TX"
34.89,387,"MO"
28.79,387,"MI"
34.89,386,"TX"
33.97,386,"MO"
24.75,386,"MI"
22.13,385,"TX"
28.03,385,"MO"
34.8,385,"MI"
25.01,384,"TX"
28.47,384,"MO"
24.39,384,"MI"
34.89,383,"TX"
27.61,383,"MO"
22.79,383,"MI"
34.89,382,"TX"
34.89,382,"MO"
22.57,382,"MI"
34.89,381,"TX"
34.89,381,"MO"
22.59,381,"MI"
34.89,380,"TX"
30.24,380,"MO"
34.79,380,"MI"
34.89,379,"TX"
30.16,379,"MO"
24.08,379,"MI"
26.47,378,"TX"
25.03,378,"MO"
25.4,378,"MI"
20.9,377,"TX"
29.15,377,"MO"
22.67,377,"MI"
31.46,376,"TX"
26.85,376,"MO"
24.78,376,"MI"
34.89,375,"TX"
27.31,375,"MO"
22.76,375,"MI"
31.2,374,"TX"
31.16,374,"MO"
23.68,374,"MI"
26.67,373,"TX"
30.37,373,"MO"
24.48,373,"MI"
28.67,372,"TX"
29.94,372,"MO"
24.26,372,"MI"
25.77,371,"TX"
34.89,371,"MO"
24.4,371,"MI"
26.65,370,"TX"
30.37,370,"MO"
22.56,370,"MI"
24.83,369,"TX"
33.61,369,"MO"
22.89,369,"MI"
34.89,368,"TX"
29.68,368,"MO"
26.02,368,"MI"
34.89,367,"TX"
28.13,367,"MO"
34.89,367,"MI"
29.31,366,"TX"
28.98,366,"MO"
22.16,366,"MI"
30.1,365,"TX"
27.58,365,"MO"
23.7,365,"MI"
23.83,364,"TX"
34.89,364,"MO"
22.83,364,"MI"
34.89,363,"TX"
26.39,363,"MO"
34.89,363,"MI"
34.89,362,"TX"
34.89,362,"MO"
23.79,362,"MI"
30.8,361,"TX"
28.1,361,"MO"
25.82,361,"MI"
32.31,360,"TX"
30.67,360,"MO"
23.58,360,"MI"
24.28,359,"TX"
28.09,359,"MO"
24.9,359,"MI"
34.89,358,"TX"
30.08,358,"MO"
26.51,358,"MI"
30.22,357,"TX"
31,357,"MO"
26.45,357,"MI"
34.89,356,"TX"
28.95,356,"MO"
34.89,356,"MI"
25.99,355,"TX"
30.8,355,"MO"
25.73,355,"MI"
34.89,354,"TX"
34.89,354,"MO"
25.45,354,"MI"
34.89,353,"TX"
34.89,353,"MO"
24.65,353,"MI"
34.89,352,"TX"
26.35,352,"MO"
23.39,352,"MI"
34.89,351,"TX"
30.81,351,"MO"
26.77,351,"MI"
28.7,350,"TX"
34.13,350,"MO"
22.73,350,"MI"
30.72,349,"TX"
28.86,349,"MO"
23.81,349,"MI"
34.89,348,"TX"
28.08,348,"MO"
23.42,348,"MI"
25.95,347,"TX"
28.4,347,"MO"
30.05,347,"MI"
34.89,346,"TX"
29.58,346,"MO"
24.43,346,"MI"
23.01,345,"TX"
28.9,345,"MO"
22.12,345,"MI"
34.89,344,"TX"
28.13,344,"MO"
34.89,344,"MI"
34.89,343,"TX"
24.89,343,"MO"
22.74,343,"MI"
26.24,342,"TX"
31.18,342,"MO"
25.53,342,"MI"
34.89,341,"TX"
28.81,341,"MO"
26.87,341,"MI"
25.82,340,"TX"
34.89,340,"MO"
27.96,340,"MI"
25.76,339,"TX"
34.89,339,"MO"
22.66,339,"MI"
25.27,338,"TX"
31.39,338,"MO"
26.42,338,"MI"
34.89,337,"TX"
28.22,337,"MO"
24.61,337,"MI"
21.37,336,"TX"
30.45,336,"MO"
23.17,336,"MI"
34.89,335,"TX"
34.89,335,"MO"
22.98,335,"MI"
24.99,334,"TX"
28.77,334,"MO"
24.57,334,"MI"
34.07,333,"TX"
34.89,333,"MO"
32.23,333,"MI"
34.89,332,"TX"
34.89,332,"MO"
25.04,332,"MI"
34.89,331,"TX"
25.66,331,"MO"
25.03,331,"MI"
22.01,330,"TX"
28.91,330,"MO"
21.55,330,"MI"
22.64,329,"TX"
29.65,329,"MO"
25.81,329,"MI"
30.1,328,"TX"
28.49,328,"MO"
32.36,328,"MI"
21.62,327,"TX"
31.19,327,"MO"
23.28,327,"MI"
7.61,326,"TX"
34.72,326,"MO"
26.33,326,"MI"
30.85,325,"TX"
33.8,325,"MO"
26.71,325,"MI"
24.22,324,"TX"
25.87,324,"MO"
22.1,324,"MI"
34.89,323,"TX"
28.57,323,"MO"
21.67,323,"MI"
31.26,322,"TX"
30.62,322,"MO"
31.58,322,"MI"
34.89,321,"TX"
31.26,321,"MO"
24.77,321,"MI"
7.61,320,"TX"
32.38,320,"MO"
34.89,320,"MI"
34.89,319,"TX"
28.1,319,"MO"
28.49,319,"MI"
34.89,318,"TX"
28.99,318,"MO"
22.94,318,"MI"
34.89,317,"TX"
29.42,317,"MO"
24.78,317,"MI"
34.89,316,"TX"
28.2,316,"MO"
24.05,316,"MI"
25.13,315,"TX"
29.28,315,"MO"
25.6,315,"MI"
20.23,314,"TX"
33.1,314,"MO"
34.4,314,"MI"
34.89,313,"TX"
34.89,313,"MO"
25,313,"MI"
31.72,312,"TX"
31.72,312,"MO"
23.14,312,"MI"
34.89,311,"TX"
29.12,311,"MO"
22.87,311,"MI"
22.91,310,"TX"
34.89,310,"MO"
29.57,310,"MI"
34.89,309,"TX"
27.69,309,"MO"
24.08,309,"MI"
25.32,308,"TX"
29.7,308,"MO"
22.47,308,"MI"
23.99,307,"TX"
24.21,307,"MO"
22.97,307,"MI"
25.37,306,"TX"
30.33,306,"MO"
21.33,306,"MI"
24.45,305,"TX"
29.68,305,"MO"
22.83,305,"MI"
34.89,304,"TX"
28.69,304,"MO"
34.89,304,"MI"
34.89,303,"TX"
29.13,303,"MO"
22.25,303,"MI"
25.74,302,"TX"
34.89,302,"MO"
31.85,302,"MI"
34.89,301,"TX"
31.96,301,"MO"
26.46,301,"MI"
25.16,300,"TX"
28.69,300,"MO"
24.07,300,"MI"
18.03,299,"TX"
28.32,299,"MO"
21.96,299,"MI"
25.96,298,"TX"
27.78,298,"MO"
24.87,298,"MI"
34.89,297,"TX"
29.81,297,"MO"
28.89,297,"MI"
26.7,296,"TX"
31.4,296,"MO"
23.57,296,"MI"
34.89,295,"TX"
34.89,295,"MO"
26.76,295,"MI"
32.19,294,"TX"
32.01,294,"MO"
27.1,294,"MI"
26.83,293,"TX"
28.81,293,"MO"
27.89,293,"MI"
34.89,292,"TX"
34.89,292,"MO"
34.89,292,"MI"
24.79,291,"TX"
27.78,291,"MO"
23.84,291,"MI"
34.89,290,"TX"
28.89,290,"MO"
27.57,290,"MI"
29.44,289,"TX"
28.87,289,"MO"
24.14,289,"MI"
34.89,288,"TX"
30.9,288,"MO"
22.26,288,"MI"
34.89,287,"TX"
31.17,287,"MO"
28.01,287,"MI"
24.18,286,"TX"
29.13,286,"MO"
32.54,286,"MI"
30.87,285,"TX"
28.53,285,"MO"
24.9,285,"MI"
34.89,284,"TX"
28.85,284,"MO"
24.14,284,"MI"
32.82,283,"TX"
28.97,283,"MO"
24.76,283,"MI"
27.7,282,"TX"
27.36,282,"MO"
22.54,282,"MI"
34.89,281,"TX"
33.17,281,"MO"
22.56,281,"MI"
34.89,280,"TX"
27.57,280,"MO"
25.32,280,"MI"
34.89,279,"TX"
28.9,279,"MO"
23.84,279,"MI"
7.61,278,"TX"
34.89,278,"MO"
21.85,278,"MI"
34.89,277,"TX"
33.23,277,"MO"
28.03,277,"MI"
22.2,276,"TX"
27.89,276,"MO"
25.13,276,"MI"
23.25,275,"TX"
25.89,275,"MO"
21.33,275,"MI"
34.89,274,"TX"
28.04,274,"MO"
24.44,274,"MI"
34.89,273,"TX"
34.89,273,"MO"
23.49,273,"MI"
23.91,272,"TX"
33.61,272,"MO"
22.21,272,"MI"
23.6,271,"TX"
27.24,271,"MO"
25.59,271,"MI"
34.89,270,"TX"
26.96,270,"MO"
24.09,270,"MI"
34.89,269,"TX"
34.89,269,"MO"
32.48,269,"MI"
34.89,268,"TX"
28.27,268,"MO"
26.66,268,"MI"
30.08,267,"TX"
34.89,267,"MO"
25.33,267,"MI"
29.28,266,"TX"
27.94,266,"MO"
24.35,266,"MI"
34.89,265,"TX"
34.89,265,"MO"
21.73,265,"MI"
23.88,264,"TX"
26.77,264,"MO"
24.53,264,"MI"
34.89,263,"TX"
29.61,263,"MO"
27.33,263,"MI"
25.38,262,"TX"
28.71,262,"MO"
34.89,262,"MI"
30.16,261,"TX"
27.23,261,"MO"
27.48,261,"MI"
24.89,260,"TX"
29.47,260,"MO"
21.58,260,"MI"
29.47,259,"TX"
28.84,259,"MO"
29.1,259,"MI"
24.24,258,"TX"
28.39,258,"MO"
23.82,258,"MI"
34.89,257,"TX"
33.25,257,"MO"
24.52,257,"MI"
34.89,256,"TX"
28.07,256,"MO"
21.87,256,"MI"
34.89,255,"TX"
30.93,255,"MO"
29.36,255,"MI"
29.2,254,"TX"
26.51,254,"MO"
28,254,"MI"
34.89,253,"TX"
29.01,253,"MO"
24.67,253,"MI"
25.33,252,"TX"
29.65,252,"MO"
22.72,252,"MI"
28.61,251,"TX"
31.48,251,"MO"
23.64,251,"MI"
34.89,250,"TX"
34.89,250,"MO"
21.04,250,"MI"
32.37,249,"TX"
28.49,249,"MO"
23.24,249,"MI"
28.52,248,"TX"
25.59,248,"MO"
25.49,248,"MI"
34.89,247,"TX"
28.92,247,"MO"
22.14,247,"MI"
34.89,246,"TX"
25.75,246,"MO"
23.43,246,"MI"
34.89,245,"TX"
30.37,245,"MO"
26.73,245,"MI"
34.89,244,"TX"
34.89,244,"MO"
22.12,244,"MI"
34.89,243,"TX"
26.97,243,"MO"
22.41,243,"MI"
24.55,242,"TX"
31.11,242,"MO"
22.16,242,"MI"
34.89,241,"TX"
29.99,241,"MO"
25.41,241,"MI"
34.89,240,"TX"
31.5,240,"MO"
22.25,240,"MI"
28.16,239,"TX"
34.89,239,"MO"
23.14,239,"MI"
34.89,238,"TX"
25.09,238,"MO"
23.47,238,"MI"
29.15,237,"TX"
29.67,237,"MO"
24.19,237,"MI"
30.63,236,"TX"
25.48,236,"MO"
24.49,236,"MI"
34.89,235,"TX"
29.09,235,"MO"
23.59,235,"MI"
24.69,234,"TX"
26.82,234,"MO"
34.78,234,"MI"
33.22,233,"TX"
30.88,233,"MO"
34.89,233,"MI"
34.89,232,"TX"
32.94,232,"MO"
34.89,232,"MI"
34.89,231,"TX"
29.33,231,"MO"
24.13,231,"MI"
34.89,230,"TX"
28.8,230,"MO"
31.64,230,"MI"
25.58,229,"TX"
26.43,229,"MO"
22.7,229,"MI"
22.13,228,"TX"
29.19,228,"MO"
21.69,228,"MI"
23.38,227,"TX"
30.31,227,"MO"
25.22,227,"MI"
23.94,226,"TX"
29.15,226,"MO"
23.98,226,"MI"
30.46,225,"TX"
33.99,225,"MO"
26,225,"MI"
27.04,224,"TX"
34.89,224,"MO"
27.08,224,"MI"
25.44,223,"TX"
27.14,223,"MO"
23.22,223,"MI"
27.38,222,"TX"
34.89,222,"MO"
23.61,222,"MI"
34.89,221,"TX"
30.98,221,"MO"
34.89,221,"MI"
34.89,220,"TX"
27.82,220,"MO"
32.23,220,"MI"
21.03,219,"TX"
34.89,219,"MO"
21.21,219,"MI"
27.67,218,"TX"
28.77,218,"MO"
34.89,218,"MI"
34.89,217,"TX"
24.57,217,"MO"
24.31,217,"MI"
34.89,216,"TX"
34.89,216,"MO"
22.26,216,"MI"
7.61,215,"TX"
29.07,215,"MO"
23.69,215,"MI"
34.89,214,"TX"
28.27,214,"MO"
24.13,214,"MI"
34.89,213,"TX"
30.27,213,"MO"
24.89,213,"MI"
34.89,212,"TX"
26.8,212,"MO"
27.18,212,"MI"
30.25,211,"TX"
28.63,211,"MO"
23.58,211,"MI"
34.89,210,"TX"
33.91,210,"MO"
26.96,210,"MI"
28.02,209,"TX"
29.83,209,"MO"
34.89,209,"MI"
34.89,208,"TX"
28.37,208,"MO"
22.87,208,"MI"
7.61,207,"TX"
31.99,207,"MO"
31.23,207,"MI"
23.63,206,"TX"
32.52,206,"MO"
24.01,206,"MI"
30.41,205,"TX"
28.89,205,"MO"
30.28,205,"MI"
23.16,204,"TX"
30.04,204,"MO"
23.82,204,"MI"
26.2,203,"TX"
29.47,203,"MO"
23.63,203,"MI"
29,202,"TX"
28.43,202,"MO"
23.26,202,"MI"
23.1,201,"TX"
34.89,201,"MO"
34.14,201,"MI"
32.57,200,"TX"
29.61,200,"MO"
25.59,200,"MI"
29.28,199,"TX"
32.48,199,"MO"
23.52,199,"MI"
7.61,198,"TX"
33.39,198,"MO"
24.38,198,"MI"
34.89,197,"TX"
28.15,197,"MO"
21.68,197,"MI"
34.89,196,"TX"
29.56,196,"MO"
23.96,196,"MI"
24.77,195,"TX"
34.39,195,"MO"
25.85,195,"MI"
23.62,194,"TX"
27.31,194,"MO"
27.34,194,"MI"
31.17,193,"TX"
26.93,193,"MO"
21.61,193,"MI"
34.89,192,"TX"
34.89,192,"MO"
21.67,192,"MI"
23.01,191,"TX"
34.89,191,"MO"
27.27,191,"MI"
25.65,190,"TX"
30.82,190,"MO"
21.65,190,"MI"
34.89,189,"TX"
25.98,189,"MO"
24.7,189,"MI"
34.74,188,"TX"
29.67,188,"MO"
21.16,188,"MI"
34.89,187,"TX"
27.77,187,"MO"
22.96,187,"MI"
34.89,186,"TX"
31.31,186,"MO"
21.42,186,"MI"
34.89,185,"TX"
30.18,185,"MO"
24.15,185,"MI"
28.46,184,"TX"
27.76,184,"MO"
21.39,184,"MI"
31.16,183,"TX"
28.67,183,"MO"
26.02,183,"MI"
25.03,182,"TX"
30.15,182,"MO"
24.89,182,"MI"
24.43,181,"TX"
31.49,181,"MO"
22.75,181,"MI"
33.66,180,"TX"
26.13,180,"MO"
22.08,180,"MI"
34.89,179,"TX"
29.91,179,"MO"
25.84,179,"MI"
34.89,178,"TX"
28.29,178,"MO"
21.43,178,"MI"
28.35,177,"TX"
34.89,177,"MO"
25.01,177,"MI"
24.73,176,"TX"
29.49,176,"MO"
22.47,176,"MI"
23.01,175,"TX"
26.47,175,"MO"
24,175,"MI"
34.89,174,"TX"
34.89,174,"MO"
26.14,174,"MI"
34.89,173,"TX"
28.53,173,"MO"
26.81,173,"MI"
22.62,172,"TX"
28.56,172,"MO"
22.3,172,"MI"
21.16,171,"TX"
28.08,171,"MO"
27.03,171,"MI"
21.79,170,"TX"
29.38,170,"MO"
22.8,170,"MI"
28.49,169,"TX"
34.83,169,"MO"
23.39,169,"MI"
23.96,168,"TX"
29.32,168,"MO"
23.07,168,"MI"
29.61,167,"TX"
29.01,167,"MO"
22.57,167,"MI"
26.21,166,"TX"
34.89,166,"MO"
27.72,166,"MI"
25.56,165,"TX"
30.69,165,"MO"
23.54,165,"MI"
34.89,164,"TX"
34.89,164,"MO"
23.63,164,"MI"
28.75,163,"TX"
32.03,163,"MO"
31.53,163,"MI"
26.02,162,"TX"
33.99,162,"MO"
33.89,162,"MI"
34.89,161,"TX"
29.98,161,"MO"
34.39,161,"MI"
34.89,160,"TX"
29.56,160,"MO"
24.7,160,"MI"
34.89,159,"TX"
26.68,159,"MO"
21.64,159,"MI"
34.89,158,"TX"
27.75,158,"MO"
24.06,158,"MI"
34.89,157,"TX"
34.42,157,"MO"
34.89,157,"MI"
23.61,156,"TX"
25.35,156,"MO"
24.57,156,"MI"
34.89,155,"TX"
34.89,155,"MO"
21.74,155,"MI"
24.5,154,"TX"
26.03,154,"MO"
22.96,154,"MI"
34.89,153,"TX"
30.34,153,"MO"
28.36,153,"MI"
